date,gold,silver
2008-06-20,900.0,17.44
2008-06-23,905.25,17.19
2008-06-24,888.5,16.85
2008-06-25,887.25,16.7
2008-06-26,892.5,16.88
2008-06-27,923.0,17.4
2008-06-30,932.75,17.65
2008-07-01,929.5,17.56
2008-07-02,936.0,17.92
2008-07-03,939.75,18.31
2008-07-04,930.75,18.01
2008-07-07,921.0,17.85
2008-07-08,929.25,17.62
2008-07-09,923.25,17.82
2008-07-10,930.75,18.17
2008-07-11,949.0,18.38
2008-07-14,957.75,18.69
2008-07-15,981.75,19.3
2008-07-16,974.0,18.83
2008-07-17,964.5,18.67
2008-07-18,961.5,18.55
2008-07-21,966.25,18.35
2008-07-22,973.0,18.6
2008-07-23,934.75,17.59
2008-07-24,927.75,17.52
2008-07-25,932.25,17.55
2008-07-28,929.25,17.47
2008-07-29,928.75,17.42
2008-07-30,914.1,17.12
2008-07-31,912.0,17.48
2008-08-01,909.5,17.59
2008-08-04,910.0,17.37
2008-08-05,884.0,16.67
2008-08-06,884.75,16.74
2008-08-07,882.5,16.59
2008-08-08,864.5,15.76
2008-08-11,863.75,15.335
2008-08-12,808.75,14.45
2008-08-13,824.0,14.68
2008-08-14,833.25,14.86
2008-08-15,784.75,12.82
2008-08-18,797.5,13.01
2008-08-19,791.0,13.01
2008-08-20,806.75,13.27
2008-08-21,821.0,13.59
2008-08-22,830.0,13.62
2008-08-26,809.75,13.05
2008-08-27,833.5,13.76
2008-08-28,833.5,13.78
2008-08-29,836.5,13.76
2008-09-01,832.0,13.58
2008-09-02,802.5,13.18
2008-09-03,794.5,12.79
2008-09-04,810.5,13.02
2008-09-05,796.25,12.72
2008-09-08,806.5,12.38
2008-09-09,799.75,12.04
2008-09-10,774.25,11.27
2008-09-11,742.75,10.66
2008-09-12,757.5,10.8
2008-09-15,779.25,10.84
2008-09-16,779.75,10.88
2008-09-17,785.5,10.77
2008-09-18,864.25,12.93
2008-09-19,837.5,12.15
2008-09-22,873.0,12.985
2008-09-23,892.5,13.38
2008-09-24,888.5,13.29
2008-09-25,889.0,13.34
2008-09-26,869.0,13.18
2008-09-29,876.5,13.06
2008-09-30,897.0,12.96
2008-10-01,876.0,12.28
2008-10-02,866.25,12.25
2008-10-03,842.5,11.2
2008-10-06,836.5,11.29
2008-10-07,881.75,11.64
2008-10-08,913.0,11.65
2008-10-09,886.75,11.64
2008-10-10,918.0,11.74
2008-10-13,865.0,10.61
2008-10-14,849.5,10.89
2008-10-15,848.5,10.29
2008-10-16,834.5,9.99
2008-10-17,801.0,9.56
2008-10-20,803.0,9.79
2008-10-21,781.0,9.86
2008-10-22,757.5,9.84
2008-10-23,726.0,9.34
2008-10-24,692.5,8.88
2008-10-27,720.5,9.01
2008-10-28,745.0,9.09
2008-10-29,749.25,9.38
2008-10-30,772.75,10.02
2008-10-31,728.5,9.28
2008-11-03,734.0,10.05
2008-11-04,734.0,9.95
2008-11-05,753.25,10.28
2008-11-06,739.0,10.41
2008-11-07,742.0,10.13
2008-11-10,751.75,10.31
2008-11-11,741.75,9.94
2008-11-12,731.5,9.65
2008-11-13,714.0,9.365
2008-11-14,729.5,9.33
2008-11-17,745.0,9.5
2008-11-18,736.5,9.17
2008-11-19,737.75,9.39
2008-11-20,745.25,9.4
2008-11-21,758.5,9.38
2008-11-24,816.75,10.04
2008-11-25,802.5,10.33
2008-11-26,817.0,10.3
2008-11-27,813.5,10.26
2008-11-28,813.5,10.12
2008-12-01,795.5,9.91
2008-12-02,772.5,9.41
2008-12-03,773.5,9.43
2008-12-04,772.75,9.58
2008-12-05,771.75,9.46
2008-12-08,772.25,9.73
2008-12-09,771.0,9.83
2008-12-10,785.75,9.96
2008-12-11,821.0,10.39
2008-12-12,813.75,10.07
2008-12-15,827.5,10.33
2008-12-16,833.5,10.5
2008-12-17,853.75,10.98
2008-12-18,872.5,11.29
2008-12-19,839.0,10.61
2008-12-22,846.0,10.97
2008-12-23,844.0,10.7
2008-12-29,881.0,10.93
2008-12-30,870.0,10.83
2009-01-02,869.75,11.08
2009-01-05,860.0,11.07
2009-01-06,844.0,10.85
2009-01-07,864.0,11.41
2009-01-08,842.5,10.88
2009-01-09,854.0,11.22
2009-01-12,848.5,11.09
2009-01-13,815.5,10.62
2009-01-14,827.25,10.77
2009-01-15,813.0,10.51
2009-01-16,824.25,10.78
2009-01-19,842.5,11.16
2009-01-20,835.0,11.32
2009-01-21,860.5,11.34
2009-01-22,847.75,11.32
2009-01-23,873.0,11.46
2009-01-26,906.5,12.1
2009-01-27,896.0,11.91
2009-01-28,891.25,11.98
2009-01-29,878.5,11.74
2009-01-30,918.5,12.51
2009-02-02,913.75,12.43
2009-02-03,902.0,12.37
2009-02-04,902.25,12.4
2009-02-05,914.75,12.8
2009-02-06,914.0,12.89
2009-02-09,901.0,13.01
2009-02-10,896.0,12.96
2009-02-11,922.0,13.39
2009-02-12,944.0,13.34
2009-02-13,939.25,13.37
2009-02-16,943.0,13.55
2009-02-17,962.25,13.9
2009-02-18,964.75,14.05
2009-02-19,973.5,14.26
2009-02-20,981.0,14.28
2009-02-23,987.0,14.36
2009-02-24,989.75,14.39
2009-02-25,956.25,13.81
2009-02-26,945.0,13.48
2009-02-27,943.75,13.21
2009-03-02,949.5,13.14
2009-03-03,924.75,12.68
2009-03-04,911.0,12.87
2009-03-05,913.25,13.15
2009-03-06,937.75,13.46
2009-03-09,934.75,13.36
2009-03-10,911.5,12.71
2009-03-11,900.0,12.62
2009-03-12,914.5,12.84
2009-03-13,920.0,13.11
2009-03-16,923.0,13.06
2009-03-17,920.0,12.86
2009-03-18,910.75,12.61
2009-03-19,937.25,13.13
2009-03-20,957.0,13.65
2009-03-23,952.75,13.76
2009-03-24,928.75,13.51
2009-03-25,921.25,13.16
2009-03-26,935.5,13.6
2009-03-27,927.0,13.22
2009-03-30,923.0,12.96
2009-03-31,918.5,13.11
2009-04-01,919.5,12.98
2009-04-02,914.75,12.88
2009-04-03,901.5,12.86
2009-04-06,879.5,12.41
2009-04-07,879.25,12.17
2009-04-08,887.25,12.28
2009-04-09,883.75,12.3
2009-04-14,895.0,12.65
2009-04-15,892.25,12.935
2009-04-16,889.0,12.65
2009-04-17,872.0,11.98
2009-04-20,870.0,12.06
2009-04-21,888.75,12.14
2009-04-22,885.0,12.12
2009-04-23,894.5,12.43
2009-04-24,909.0,12.78
2009-04-27,911.75,12.98
2009-04-28,897.0,12.56
2009-04-29,894.5,12.5
2009-04-30,889.0,12.63
2009-05-01,881.5,12.15
2009-05-05,903.0,13.11
2009-05-06,903.5,13.44
2009-05-07,912.75,14.01
2009-05-08,917.5,13.9
2009-05-11,912.5,13.9
2009-05-12,920.0,14.09
2009-05-13,925.75,14.14
2009-05-14,923.25,13.84
2009-05-15,925.0,13.92
2009-05-18,929.75,13.79
2009-05-19,921.5,13.88
2009-05-20,928.5,14.29
2009-05-21,940.0,14.23
2009-05-22,952.5,14.66
2009-05-26,942.0,14.3
2009-05-27,949.5,14.5
2009-05-28,949.75,14.88
2009-05-29,972.0,15.52
2009-06-01,987.0,15.86
2009-06-02,973.5,15.62
2009-06-03,979.0,15.97
2009-06-04,967.25,15.3
2009-06-05,977.75,15.65
2009-06-08,946.5,14.84
2009-06-09,952.5,14.93
2009-06-10,961.25,15.39
2009-06-11,953.0,15.09
2009-06-12,950.0,15.07
2009-06-15,932.0,14.31
2009-06-16,936.75,14.3
2009-06-17,933.75,14.02
2009-06-18,936.75,14.19
2009-06-19,933.75,14.23
2009-06-22,924.0,13.83
2009-06-23,920.25,13.77
2009-06-24,928.75,13.88
2009-06-25,934.25,13.87
2009-06-26,943.0,14.26
2009-06-29,939.75,14.07
2009-06-30,941.0,13.94
2009-07-01,931.5,13.65
2009-07-02,936.0,13.41
2009-07-03,932.5,13.44
2009-07-06,921.5,13.03
2009-07-07,925.75,13.32
2009-07-08,920.75,13.05
2009-07-09,914.75,12.89
2009-07-10,910.0,12.63
2009-07-13,908.5,12.47
2009-07-14,921.75,12.88
2009-07-15,930.0,13.27
2009-07-16,935.25,13.21
2009-07-17,934.5,13.16
2009-07-20,952.25,13.74
2009-07-21,947.75,13.52
2009-07-22,945.5,13.4
2009-07-23,955.25,13.76
2009-07-24,949.75,13.78
2009-07-27,956.0,14.06
2009-07-28,955.0,14.02
2009-07-29,935.5,13.6
2009-07-30,932.0,13.4
2009-07-31,936.5,13.63
2009-08-03,954.25,14.29
2009-08-04,953.5,14.08
2009-08-05,964.5,14.67
2009-08-06,960.75,14.67
2009-08-07,960.5,14.65
2009-08-10,953.5,14.47
2009-08-11,946.0,14.355
2009-08-12,943.5,14.28
2009-08-13,956.0,15.07
2009-08-14,957.5,14.98
2009-08-17,937.5,14.13
2009-08-18,938.25,14.09
2009-08-19,934.25,13.585
2009-08-20,943.5,14.04
2009-08-21,941.5,14.01
2009-08-24,953.75,14.41
2009-08-25,947.5,14.11
2009-08-26,949.5,14.32
2009-08-27,943.5,14.2
2009-08-28,950.75,14.54
2009-09-01,949.75,14.74
2009-09-02,955.0,14.91
2009-09-03,982.5,15.73
2009-09-04,987.25,15.95
2009-09-07,992.75,16.21
2009-09-08,1004.5,16.75
2009-09-09,995.75,16.24
2009-09-10,988.5,16.09
2009-09-11,998.25,16.89
2009-09-14,994.25,16.35
2009-09-15,997.5,16.52
2009-09-16,1017.0,17.29
2009-09-17,1020.5,17.38
2009-09-18,1014.0,17.11
2009-09-21,999.25,16.68
2009-09-22,1015.75,17.24
2009-09-23,1014.75,17.1
2009-09-24,1014.0,16.76
2009-09-25,997.0,16.2
2009-09-28,990.5,15.91
2009-09-29,991.75,16.07
2009-09-30,1001.25,16.45
2009-10-01,1005.75,16.55
2009-10-02,998.0,16.21
2009-10-05,1004.25,16.23
2009-10-06,1020.25,16.95
2009-10-07,1047.0,17.4
2009-10-08,1054.75,17.8
2009-10-09,1046.75,17.63
2009-10-12,1052.0,17.89
2009-10-13,1064.5,17.99
2009-10-14,1066.0,17.93
2009-10-15,1052.5,17.54
2009-10-16,1047.75,17.31
2009-10-19,1054.5,17.52
2009-10-20,1064.0,17.755
2009-10-21,1053.5,17.39
2009-10-22,1054.75,17.55
2009-10-23,1061.25,17.65
2009-10-26,1055.0,17.61
2009-10-27,1040.75,17.06
2009-10-28,1035.5,16.33
2009-10-29,1034.0,16.33
2009-10-30,1044.5,16.57
2009-11-02,1052.0,16.58
2009-11-03,1058.0,16.35
2009-11-04,1091.75,17.48
2009-11-05,1088.0,17.38
2009-11-06,1095.0,17.525
2009-11-09,1108.5,17.68
2009-11-10,1099.75,17.26
2009-11-11,1114.75,17.63
2009-11-12,1116.0,17.51
2009-11-13,1107.5,17.3225
2009-11-16,1128.75,17.74
2009-11-17,1131.75,18.1
2009-11-18,1146.0,18.74
2009-11-19,1136.0,18.2
2009-11-20,1142.5,18.18
2009-11-23,1166.0,18.76
2009-11-24,1170.25,18.57
2009-11-25,1176.5,18.63
2009-11-26,1183.0,18.49
2009-11-27,1164.5,17.98
2009-11-30,1172.0,18.14
2009-12-01,1193.5,18.72
2009-12-02,1211.5,19.18
2009-12-03,1218.25,19.11
2009-12-04,1203.25,18.83
2009-12-07,1147.5,18.04
2009-12-08,1164.25,18.11
2009-12-09,1142.25,17.77
2009-12-10,1125.75,17.39
2009-12-11,1140.0,17.51
2009-12-14,1120.0,17.19
2009-12-15,1115.0,17.18
2009-12-16,1134.0,17.6
2009-12-17,1121.5,17.4
2009-12-18,1106.5,17.31
2009-12-21,1113.25,17.27
2009-12-22,1094.25,16.95
2009-12-23,1080.5,16.92
2009-12-29,1103.0,17.42
2009-12-30,1092.5,16.92
2010-01-04,1113.0,17.17
2010-01-05,1125.25,17.57
2010-01-06,1125.0,17.89
2010-01-07,1130.75,18.09
2010-01-08,1121.75,18.12
2010-01-11,1158.0,18.84
2010-01-12,1152.75,18.41
2010-01-13,1132.75,18.35
2010-01-14,1137.5,18.58
2010-01-15,1132.0,18.52
2010-01-18,1135.75,18.66
2010-01-19,1134.0,18.5
2010-01-20,1129.0,18.48
2010-01-21,1104.0,17.68
2010-01-22,1096.5,17.28
2010-01-25,1103.5,17.16
2010-01-26,1090.75,16.79
2010-01-27,1094.75,16.74
2010-01-28,1091.75,16.62
2010-01-29,1082.75,16.29
2010-02-01,1082.0,16.23
2010-02-02,1114.0,16.78
2010-02-03,1118.5,16.79
2010-02-04,1102.5,16.13
2010-02-05,1052.25,15.17
2010-02-08,1070.0,15.14
2010-02-09,1068.0,15.2
2010-02-10,1075.5,15.6
2010-02-11,1079.5,15.37
2010-02-12,1078.25,15.33
2010-02-15,1099.5,15.57
2010-02-16,1115.25,15.82
2010-02-17,1118.25,16.21
2010-02-18,1105.5,15.83
2010-02-19,1107.0,15.95
2010-02-22,1119.75,16.44
2010-02-23,1112.0,16.1
2010-02-24,1093.0,15.76
2010-02-25,1092.75,15.92
2010-02-26,1112.5,16.12
2010-03-01,1117.25,16.5
2010-03-02,1116.0,16.57
2010-03-03,1136.25,17.17
2010-03-04,1136.25,17.34
2010-03-05,1135.0,17.25
2010-03-08,1134.0,17.33
2010-03-09,1120.0,17.05
2010-03-10,1124.5,17.47
2010-03-11,1106.0,16.91
2010-03-12,1118.75,17.31
2010-03-15,1104.0,17.02
2010-03-16,1113.25,17.24
2010-03-17,1131.25,17.54
2010-03-18,1122.75,17.49
2010-03-19,1121.5,17.31
2010-03-22,1104.25,16.78
2010-03-23,1100.75,16.78
2010-03-24,1094.0,16.68
2010-03-25,1093.5,16.79
2010-03-26,1098.0,16.85
2010-03-29,1111.25,17.15
2010-03-30,1109.75,17.41
2010-03-31,1109.5,17.5
2010-04-01,1116.0,17.69
2010-04-06,1124.0,17.92
2010-04-07,1133.25,17.97
2010-04-08,1146.5,17.98
2010-04-09,1156.0,18.34
2010-04-12,1163.5,18.49
2010-04-13,1149.25,18.16
2010-04-14,1159.0,18.39
2010-04-15,1151.25,18.27
2010-04-16,1157.0,18.35
2010-04-19,1127.5,17.5
2010-04-20,1142.5,18.0
2010-04-21,1143.75,17.82
2010-04-22,1144.25,17.98
2010-04-23,1140.0,17.89
2010-04-26,1154.0,18.35
2010-04-27,1152.25,18.16
2010-04-28,1164.25,17.96
2010-04-29,1170.0,18.15
2010-04-30,1175.25,18.62
2010-05-04,1184.25,18.71
2010-05-05,1172.0,17.63
2010-05-06,1178.0,17.69
2010-05-07,1199.6,17.7
2010-05-10,1188.25,18.46
2010-05-11,1209.0,18.42
2010-05-12,1241.25,19.59
2010-05-13,1235.0,19.43
2010-05-14,1238.75,19.64
2010-05-17,1230.25,19.11
2010-05-18,1215.0,18.82
2010-05-19,1209.5,18.53
2010-05-20,1187.25,17.93
2010-05-21,1183.5,17.72
2010-05-24,1183.75,17.78
2010-05-25,1189.5,17.63
2010-05-26,1212.5,18.27
2010-05-27,1210.75,18.36
2010-05-28,1214.0,18.53
2010-06-01,1219.75,18.3
2010-06-02,1221.0,18.43
2010-06-03,1219.75,18.27
2010-06-04,1203.5,17.76
2010-06-07,1212.4,17.36
2010-06-08,1248.0,18.34
2010-06-09,1235.0,18.27
2010-06-10,1220.0,17.98
2010-06-11,1220.5,18.31
2010-06-14,1229.5,18.43
2010-06-15,1223.0,18.42
2010-06-16,1235.5,18.51
2010-06-17,1234.5,18.5
2010-06-18,1244.0,18.77
2010-06-21,1259.5,19.37
2010-06-22,1235.25,18.625
2010-06-23,1243.0,18.91
2010-06-24,1233.25,18.38
2010-06-25,1242.5,18.65
2010-06-28,1256.0,19.11
2010-06-29,1236.0,18.57
2010-06-30,1240.5,18.74
2010-07-01,1240.0,18.65
2010-07-02,1210.5,17.98
2010-07-05,1208.5,17.85
2010-07-06,1210.75,17.85
2010-07-07,1186.0,17.65
2010-07-08,1201.25,18.0
2010-07-09,1196.25,17.87
2010-07-12,1203.75,18.06
2010-07-13,1206.5,18.0
2010-07-14,1212.25,18.29
2010-07-15,1211.75,18.42
2010-07-16,1204.75,18.25
2010-07-19,1190.25,17.78
2010-07-20,1181.5,17.55
2010-07-21,1191.25,17.88
2010-07-22,1187.0,17.82
2010-07-23,1198.75,18.17
2010-07-26,1189.0,18.01
2010-07-27,1184.0,18.16
2010-07-28,1164.0,17.63
2010-07-29,1166.0,17.6
2010-07-30,1168.0,17.66
2010-08-02,1178.0,18.11
2010-08-03,1184.0,18.42
2010-08-04,1194.5,18.5
2010-08-05,1195.5,18.35
2010-08-06,1194.5,18.3
2010-08-09,1206.0,18.48
2010-08-10,1196.75,18.09
2010-08-11,1198.0,18.12
2010-08-12,1200.0,17.92
2010-08-13,1215.0,18.06
2010-08-16,1222.0,18.2
2010-08-17,1226.25,18.54
2010-08-18,1223.0,18.36
2010-08-19,1228.0,18.45
2010-08-20,1230.5,18.14
2010-08-23,1227.0,17.94
2010-08-24,1218.0,17.88
2010-08-25,1237.5,18.63
2010-08-26,1240.25,19.11
2010-08-27,1234.5,19.03
2010-08-31,1233.5,18.87
2010-09-01,1250.0,19.47
2010-09-02,1247.75,19.45
2010-09-03,1252.0,19.66
2010-09-06,1249.5,19.86
2010-09-07,1247.25,19.65
2010-09-08,1258.0,20.02
2010-09-09,1253.5,19.97
2010-09-10,1248.75,19.9
2010-09-13,1243.0,19.93
2010-09-14,1253.25,20.31
2010-09-15,1270.0,20.44
2010-09-16,1271.25,20.76
2010-09-17,1281.5,20.85
2010-09-20,1280.25,20.91
2010-09-21,1278.75,20.76
2010-09-22,1291.75,21.08
2010-09-23,1291.5,21.08
2010-09-24,1298.0,21.35
2010-09-27,1298.25,21.54
2010-09-28,1289.0,21.165
2010-09-29,1307.5,21.87
2010-09-30,1311.0,22.07
2010-10-01,1313.0,21.95
2010-10-04,1316.0,22.03
2010-10-05,1325.75,22.24
2010-10-06,1347.0,22.92
2010-10-07,1359.5,23.38
2010-10-08,1330.5,22.37
2010-10-11,1348.5,23.31
2010-10-12,1343.5,23.03
2010-10-13,1358.5,23.53
2010-10-14,1380.75,24.49
2010-10-15,1377.25,24.42
2010-10-18,1359.75,24.02
2010-10-19,1367.75,24.26
2010-10-20,1340.5,23.71
2010-10-21,1345.25,23.9
2010-10-22,1319.0,23.05
2010-10-25,1345.0,23.71
2010-10-26,1334.0,23.48
2010-10-27,1332.25,23.77
2010-10-28,1326.5,23.73
2010-10-29,1336.75,23.96
2010-11-01,1361.5,24.91
2010-11-02,1358.0,24.73
2010-11-03,1358.5,25.0
2010-11-04,1361.0,25.38
2010-11-05,1384.25,26.14
2010-11-08,1390.0,26.72
2010-11-09,1416.25,28.55
2010-11-10,1402.0,27.53
2010-11-11,1413.0,27.75
2010-11-12,1387.0,26.79
2010-11-15,1367.0,26.01
2010-11-16,1363.25,25.48
2010-11-17,1336.5,25.2
2010-11-18,1356.75,26.57
2010-11-19,1357.5,27.07
2010-11-22,1357.5,27.42
2010-11-23,1361.0,27.31
2010-11-24,1376.25,27.41
2010-11-25,1370.5,27.44
2010-11-26,1366.5,26.62
2010-11-29,1360.0,26.74
2010-11-30,1375.0,27.13
2010-12-01,1391.5,28.74
2010-12-02,1390.0,28.5
2010-12-03,1391.75,28.74
2010-12-06,1411.5,29.6
2010-12-07,1426.0,30.5
2010-12-08,1395.0,29.02
2010-12-09,1382.0,28.41
2010-12-10,1390.0,28.79
2010-12-13,1388.25,29.33
2010-12-14,1405.0,29.88
2010-12-15,1388.25,29.06
2010-12-16,1384.0,29.15
2010-12-17,1374.75,28.78
2010-12-20,1381.0,29.21
2010-12-21,1386.0,29.25
2010-12-22,1389.0,29.35
2010-12-23,1384.0,29.18
2010-12-29,1403.5,30.44
2010-12-30,1411.5,30.7
2011-01-04,1405.5,30.67
2011-01-05,1382.75,29.21
2011-01-06,1376.0,29.08
2011-01-07,1358.0,28.39
2011-01-10,1368.25,28.79
2011-01-11,1381.0,29.54
2011-01-12,1383.5,29.6
2011-01-13,1380.75,29.22
2011-01-14,1369.25,28.52
2011-01-17,1357.5,28.19
2011-01-18,1368.75,28.79
2011-01-19,1373.75,29.32
2011-01-20,1364.5,28.41
2011-01-21,1344.0,27.14
2011-01-24,1347.5,27.56
2011-01-25,1326.0,26.7
2011-01-26,1335.5,27.1
2011-01-27,1337.5,27.39
2011-01-28,1316.0,26.68
2011-01-31,1333.5,27.75
2011-02-01,1337.5,28.32
2011-02-02,1337.0,28.27
2011-02-03,1332.5,28.3
2011-02-04,1347.5,28.91
2011-02-07,1347.0,29.21
2011-02-08,1354.0,29.42
2011-02-09,1362.5,30.22
2011-02-10,1358.75,29.8
2011-02-11,1359.0,30.0
2011-02-14,1356.75,30.16
2011-02-15,1372.25,30.72
2011-02-16,1374.5,30.77
2011-02-17,1377.0,30.61
2011-02-18,1385.5,31.94
2011-02-21,1399.5,33.43
2011-02-22,1394.5,32.89
2011-02-23,1401.25,33.29
2011-02-24,1414.5,33.28
2011-02-25,1405.0,32.54
2011-02-28,1409.75,33.49
2011-03-01,1414.5,34.37
2011-03-02,1430.5,34.75
2011-03-03,1430.5,34.53
2011-03-04,1418.0,34.43
2011-03-07,1437.0,36.6
2011-03-08,1435.0,36.37
2011-03-09,1431.5,36.17
2011-03-10,1424.25,35.19
2011-03-11,1409.75,34.1
2011-03-14,1424.5,36.18
2011-03-15,1407.0,33.88
2011-03-16,1398.5,34.73
2011-03-17,1403.5,34.47
2011-03-18,1415.5,35.15
2011-03-21,1427.75,36.16
2011-03-22,1425.5,35.95
2011-03-23,1433.0,36.58
2011-03-24,1441.25,37.78
2011-03-25,1434.0,37.68
2011-03-28,1420.0,36.62
2011-03-29,1414.0,36.62
2011-03-30,1419.0,37.53
2011-03-31,1431.0,37.87
2011-04-01,1434.5,37.63
2011-04-04,1432.5,38.46
2011-04-05,1434.5,38.08
2011-04-06,1457.0,39.63
2011-04-07,1456.5,39.51
2011-04-08,1470.5,40.22
2011-04-11,1469.5,41.37
2011-04-12,1461.25,40.44
2011-04-13,1458.0,40.22
2011-04-14,1457.5,40.67
2011-04-15,1472.5,42.61
2011-04-18,1484.5,42.79
2011-04-19,1495.0,43.22
2011-04-20,1505.0,44.79
2011-04-21,1507.0,46.26
2011-04-26,1505.0,45.48
2011-04-27,1508.0,45.3
2011-04-28,1531.0,48.7
2011-05-03,1546.5,43.61
2011-05-04,1536.0,40.29
2011-05-05,1514.5,37.84
2011-05-06,1487.75,34.2
2011-05-09,1505.0,38.0
2011-05-10,1517.25,38.4
2011-05-11,1524.5,39.18
2011-05-12,1488.25,32.5
2011-05-13,1511.0,36.2
2011-05-16,1495.0,34.35
2011-05-17,1495.5,34.28
2011-05-18,1491.25,34.59
2011-05-19,1488.75,35.75
2011-05-20,1502.75,34.8
2011-05-23,1508.5,34.7
2011-05-24,1520.75,35.85
2011-05-25,1527.0,37.17
2011-05-26,1521.5,36.95
2011-05-27,1525.0,37.69
2011-05-31,1537.0,38.65
2011-06-01,1532.25,37.95
2011-06-02,1540.75,37.22
2011-06-03,1531.0,35.19
2011-06-06,1542.75,36.87
2011-06-07,1548.4,37.41
2011-06-08,1535.5,36.22
2011-06-09,1534.0,37.03
2011-06-10,1541.0,37.38
2011-06-13,1524.7,35.51
2011-06-14,1519.0,34.68
2011-06-15,1517.75,35.26
2011-06-16,1525.0,35.55
2011-06-17,1526.25,35.39
2011-06-20,1537.0,35.58
2011-06-21,1543.0,36.22
2011-06-22,1546.0,35.91
2011-06-23,1541.5,36.01
2011-06-24,1521.0,34.73
2011-06-27,1501.0,34.01
2011-06-28,1502.5,33.96
2011-06-29,1506.0,34.39
2011-06-30,1508.0,35.02
2011-07-01,1492.75,33.85
2011-07-04,1495.25,34.1
2011-07-05,1498.75,34.76
2011-07-06,1515.8,35.38
2011-07-07,1526.25,35.86
2011-07-08,1526.0,36.28
2011-07-11,1543.5,36.36
2011-07-12,1544.5,34.91
2011-07-13,1571.5,36.75
2011-07-14,1592.5,39.4
2011-07-15,1578.5,38.17
2011-07-18,1598.25,40.33
2011-07-19,1602.0,40.32
2011-07-20,1584.25,38.59
2011-07-21,1600.5,39.78
2011-07-22,1588.0,39.67
2011-07-25,1618.5,40.78
2011-07-26,1610.0,40.34
2011-07-27,1621.0,40.81
2011-07-28,1617.5,40.19
2011-07-29,1613.75,39.63
2011-08-01,1613.5,39.31
2011-08-02,1624.0,39.73
2011-08-03,1667.5,41.04
2011-08-04,1664.25,41.62
2011-08-05,1665.0,39.24
2011-08-08,1709.75,39.86
2011-08-09,1770.0,38.36
2011-08-10,1753.75,38.31
2011-08-11,1786.0,39.18
2011-08-12,1755.0,38.29
2011-08-15,1738.0,39.18
2011-08-16,1779.0,39.36
2011-08-17,1792.0,40.02
2011-08-18,1794.5,40.32
2011-08-19,1862.0,41.98
2011-08-22,1877.75,43.49
2011-08-23,1886.5,42.88
2011-08-24,1850.0,42.08
2011-08-25,1716.5,39.0
2011-08-26,1787.0,41.06
2011-08-30,1791.0,40.9
2011-08-31,1826.0,41.35
2011-09-01,1815.5,41.47
2011-09-02,1854.0,42.5
2011-09-05,1896.5,42.71
2011-09-06,1891.0,41.85
2011-09-07,1844.0,40.98
2011-09-08,1827.0,42.14
2011-09-09,1879.5,41.4
2011-09-12,1843.0,40.81
2011-09-13,1806.0,40.02
2011-09-14,1829.0,41.23
2011-09-15,1806.0,40.34
2011-09-16,1778.0,39.97
2011-09-19,1817.0,40.46
2011-09-20,1792.0,39.18
2011-09-21,1810.25,40.25
2011-09-22,1765.5,37.85
2011-09-23,1730.0,32.9
2011-09-26,1615.0,28.16
2011-09-27,1671.0,33.5
2011-09-28,1655.0,31.04
2011-09-29,1620.0,30.19
2011-09-30,1629.0,30.45
2011-10-03,1660.0,31.05
2011-10-04,1672.0,30.6
2011-10-05,1600.0,28.69
2011-10-06,1649.5,31.8
2011-10-07,1651.0,31.98
2011-10-10,1664.0,32.23
2011-10-11,1662.0,31.37
2011-10-12,1687.0,32.89
2011-10-13,1673.0,31.97
2011-10-14,1676.0,31.82
2011-10-17,1689.0,32.3
2011-10-18,1658.0,31.0
2011-10-19,1651.0,31.97
2011-10-20,1629.0,30.79
2011-10-21,1623.0,30.8
2011-10-24,1651.0,31.7
2011-10-25,1656.25,32.0
2011-10-26,1713.0,33.3
2011-10-27,1708.0,33.55
2011-10-28,1735.0,35.42
2011-10-31,1718.0,34.24
2011-11-01,1702.0,32.97
2011-11-02,1731.0,33.83
2011-11-03,1732.5,34.72
2011-11-04,1756.0,33.95
2011-11-07,1764.0,34.48
2011-11-08,1794.0,34.64
2011-11-09,1780.0,34.58
2011-11-10,1766.0,33.71
2011-11-11,1764.0,33.77
2011-11-14,1780.5,34.38
2011-11-15,1765.0,34.02
2011-11-16,1773.0,34.45
2011-11-17,1756.0,33.3
2011-11-18,1730.0,32.25
2011-11-21,1704.0,30.9
2011-11-22,1697.5,31.85
2011-11-23,1686.0,31.51
2011-11-24,1699.0,31.94
2011-11-25,1676.0,31.24
2011-11-28,1714.0,32.0
2011-11-29,1717.0,31.96
2011-11-30,1704.0,31.35
2011-12-01,1750.0,33.28
2011-12-02,1751.0,33.15
2011-12-05,1744.0,32.48
2011-12-06,1720.0,31.85
2011-12-07,1731.0,32.45
2011-12-08,1739.0,32.64
2011-12-09,1712.0,32.0
2011-12-12,1680.0,31.22
2011-12-13,1665.0,31.34
2011-12-14,1635.0,29.92
2011-12-15,1590.0,28.8
2011-12-16,1589.5,29.78
2011-12-19,1593.0,28.78
2011-12-20,1605.0,29.28
2011-12-21,1637.5,29.75
2011-12-22,1609.0,29.3
2011-12-28,1584.0,28.65
2011-12-29,1537.5,26.16
2012-01-03,1590.0,28.78
2012-01-04,1603.0,29.18
2012-01-05,1614.5,28.92
2012-01-06,1621.0,29.4
2012-01-09,1618.0,28.85
2012-01-10,1627.0,29.69
2012-01-11,1641.0,29.81
2012-01-12,1652.5,30.58
2012-01-13,1642.0,29.64
