date,gold,silver
1998-01-29,304.25,6.1575
1998-01-30,301.8,6.0475
1998-02-02,302.0,6.25
1998-02-03,299.7,6.385
1998-02-04,295.2,7.05
1998-02-05,298.9,7.546
1998-02-06,301.6,7.81
1998-02-09,300.0,7.19
1998-02-10,300.75,7.135
1998-02-11,298.95,7.09
1998-02-12,299.0,7.0
1998-02-13,298.0,7.08
1998-02-16,297.7,7.09
1998-02-17,299.2,7.215
1998-02-18,297.8,6.715
1998-02-19,298.3,6.69
1998-02-20,298.35,6.765
1998-02-23,295.2,6.475
1998-02-24,292.35,6.39
1998-02-25,292.3,6.34
1998-02-26,293.0,6.0475
1998-02-27,296.55,6.37
1998-03-02,299.75,6.605
1998-03-03,297.65,6.4975
1998-03-04,296.0,6.39
1998-03-05,294.7,6.32
1998-03-06,294.25,6.31
1998-03-09,294.45,6.064
1998-03-10,294.3,6.1175
1998-03-11,295.25,6.3125
1998-03-12,294.0,6.175
1998-03-13,295.15,6.235
1998-03-16,294.15,6.1175
1998-03-17,293.8,6.0725
1998-03-18,289.1,5.8
1998-03-19,291.3,5.845
1998-03-20,291.1,5.9325
1998-03-23,292.8,6.3225
1998-03-24,298.85,6.46
1998-03-25,298.5,6.338
1998-03-26,299.2,6.36
1998-03-27,302.75,6.375
1998-03-30,302.2,6.35
1998-03-31,299.9,6.345
1998-04-01,301.6,6.465
1998-04-02,299.3,6.454
1998-04-03,305.95,6.73
1998-04-06,313.5,6.635
1998-04-07,309.15,6.385
1998-04-08,309.75,6.46
1998-04-09,308.35,6.41
1998-04-14,309.5,6.41
1998-04-15,308.35,6.24
1998-04-16,306.3,6.0695
1998-04-17,308.2,6.275
1998-04-20,307.3,6.274
1998-04-21,307.2,6.23
1998-04-22,311.2,6.31
1998-04-23,314.6,6.32
1998-04-24,312.65,6.315
1998-04-27,311.4,6.215
1998-04-28,308.6,6.135
1998-04-29,307.55,6.105
1998-04-30,310.7,6.215
1998-05-01,306.1,6.17
1998-05-05,304.2,6.235
1998-05-06,303.5,6.0775
1998-05-07,299.0,5.88
1998-05-08,299.15,6.0075
1998-05-11,299.0,5.79
1998-05-12,299.9,5.7875
1998-05-13,295.6,5.46
1998-05-14,296.9,5.56
1998-05-15,302.3,5.6625
1998-05-18,299.7,5.42
1998-05-19,299.0,5.2525
1998-05-20,298.1,5.21
1998-05-21,300.05,5.34
1998-05-22,300.7,5.31
1998-05-26,298.85,5.28
1998-05-27,292.6,5.085
1998-05-28,293.4,5.175
1998-05-29,292.4,4.9565
1998-06-01,292.35,5.1425
1998-06-02,289.2,5.1175
1998-06-03,293.35,5.19
1998-06-04,292.05,5.175
1998-06-05,292.2,5.23
1998-06-08,290.3,5.255
1998-06-09,296.25,5.46
1998-06-10,294.15,5.355
1998-06-11,292.9,5.3075
1998-06-12,288.1,5.165
1998-06-15,286.1,5.0925
1998-06-16,286.4,5.135
1998-06-17,288.4,5.28
1998-06-18,293.05,5.3175
1998-06-19,293.4,5.295
1998-06-22,294.75,5.31
1998-06-23,295.55,5.36
1998-06-24,293.9,5.335
1998-06-25,293.25,5.2925
1998-06-26,294.5,5.39
1998-06-29,293.0,5.305
1998-06-30,295.75,5.3575
1998-07-01,297.1,5.525
1998-07-02,295.75,5.445
1998-07-03,293.9,5.3425
1998-07-06,293.15,5.32
1998-07-07,293.1,5.345
1998-07-08,294.35,5.33
1998-07-09,292.2,5.335
1998-07-10,291.35,5.295
1998-07-13,290.7,5.2675
1998-07-14,292.2,5.33
1998-07-15,292.8,5.32
1998-07-16,294.35,5.3625
1998-07-17,293.6,5.285
1998-07-20,294.65,5.39
1998-07-21,295.2,5.4225
1998-07-22,294.4,5.65
1998-07-23,292.9,5.6725
1998-07-24,293.75,5.8325
1998-07-27,290.75,5.625
1998-07-28,290.35,5.64
1998-07-29,291.0,5.67
1998-07-30,289.15,5.54
1998-07-31,289.4,5.525
1998-08-03,286.65,5.4075
1998-08-04,285.7,5.385
1998-08-05,288.85,5.4725
1998-08-06,286.85,5.42
1998-08-07,286.2,5.41
1998-08-10,286.2,5.285
1998-08-11,284.5,5.2
1998-08-12,285.5,5.245
1998-08-13,282.7,5.105
1998-08-14,284.8,5.14
1998-08-17,283.3,5.13
1998-08-18,284.4,5.12
1998-08-19,285.75,5.1
1998-08-20,283.7,5.1025
1998-08-21,284.45,5.16
1998-08-24,284.3,5.16
1998-08-25,283.9,5.0725
1998-08-26,282.5,4.965
1998-08-27,280.9,4.975
1998-08-28,273.4,4.785
1998-09-01,277.7,4.73
1998-09-02,280.0,4.8475
1998-09-03,279.65,4.81
1998-09-04,285.4,4.98
1998-09-07,288.35,5.04
1998-09-08,287.3,5.01
1998-09-09,284.15,4.85
1998-09-10,285.65,4.98
1998-09-11,293.75,5.0525
1998-09-14,290.3,4.96
1998-09-15,290.35,4.93
1998-09-16,289.15,4.95
1998-09-17,287.65,4.9425
1998-09-18,290.85,4.995
1998-09-21,292.1,5.005
1998-09-22,288.5,4.895
1998-09-23,288.0,4.88
1998-09-24,290.6,5.06
1998-09-25,296.35,5.185
1998-09-28,293.8,5.14
1998-09-29,296.85,5.355
1998-09-30,294.1,5.385
1998-10-01,299.0,5.36
1998-10-02,301.4,5.305
1998-10-05,298.75,5.155
1998-10-06,296.35,5.0875
1998-10-07,298.85,5.13
1998-10-08,302.35,5.22
1998-10-09,299.65,5.0125
1998-10-12,296.65,4.845
1998-10-13,296.8,4.865
1998-10-14,296.6,4.8025
1998-10-15,296.0,4.82
1998-10-16,300.45,4.96
1998-10-19,298.35,4.9
1998-10-20,295.85,4.855
1998-10-21,296.9,4.89
1998-10-22,293.75,4.88
1998-10-23,292.85,4.865
1998-10-26,291.2,4.86
1998-10-27,293.0,5.0
1998-10-28,293.75,5.06
1998-10-29,293.5,5.045
1998-10-30,293.1,5.055
1998-11-02,292.75,5.035
1998-11-03,290.1,4.96
1998-11-04,290.1,4.925
1998-11-05,290.9,4.95
1998-11-09,292.4,4.995
1998-11-10,291.75,5.0
1998-11-11,293.6,4.9875
1998-11-12,293.0,4.985
1998-11-13,297.2,5.1275
1998-11-16,295.35,5.035
1998-11-17,294.6,4.95
1998-11-18,294.4,4.955
1998-11-19,297.85,5.01
1998-11-23,295.6,4.915
1998-11-24,295.95,4.9175
1998-11-25,296.2,4.915
1998-11-26,296.25,4.92
1998-11-27,295.7,4.935
1998-11-30,295.75,4.925
1998-12-01,293.35,4.875
1998-12-02,293.9,4.875
1998-12-03,292.95,4.69
1998-12-04,292.4,4.7825
1998-12-07,292.35,4.76
1998-12-08,294.5,4.78
1998-12-09,293.5,4.82
1998-12-10,294.9,4.835
1998-12-11,294.3,4.835
1998-12-14,291.25,4.785
1998-12-15,292.5,4.87
1998-12-16,292.55,4.9425
1998-12-17,293.75,5.0175
1998-12-18,292.35,4.935
1998-12-21,289.95,4.95
1998-12-22,288.7,4.89
1998-12-23,287.7,4.89
1998-12-29,286.7,4.915
1998-12-30,286.8,5.03
1999-01-04,288.25,4.995
1999-01-05,287.0,4.91
1999-01-06,287.15,5.1525
1999-01-07,288.6,5.29
1999-01-08,290.9,5.21
1999-01-11,291.25,5.255
1999-01-12,291.4,5.355
1999-01-13,288.2,5.185
1999-01-14,285.7,5.14
1999-01-15,285.85,5.105
1999-01-18,286.95,5.13
1999-01-19,287.3,5.125
1999-01-20,285.9,5.13
1999-01-21,287.1,5.1525
1999-01-22,287.75,5.135
1999-01-25,286.3,5.095
1999-01-26,287.3,5.15
1999-01-27,285.8,5.08
1999-01-28,282.3,5.0875
1999-01-29,285.65,5.2375
1999-02-01,287.1,5.275
1999-02-02,289.75,5.28
1999-02-03,287.55,5.54
1999-02-04,287.25,5.62
1999-02-05,289.75,5.69
1999-02-08,288.85,5.575
1999-02-09,287.65,5.53
1999-02-10,287.1,5.525
1999-02-11,287.5,5.495
1999-02-12,287.4,5.64
1999-02-15,290.05,5.75
1999-02-16,288.05,5.665
1999-02-17,285.35,5.385
1999-02-18,285.65,5.4625
1999-02-19,287.05,5.6
1999-02-22,287.2,5.575
1999-02-23,286.65,5.505
1999-02-24,286.1,5.5
1999-02-25,287.1,5.42
1999-02-26,286.8,5.58
1999-03-01,287.05,5.62
1999-03-02,286.4,5.485
1999-03-03,286.65,5.345
1999-03-04,286.7,5.2225
1999-03-05,287.9,5.295
1999-03-08,288.5,5.245
1999-03-09,291.9,5.315
1999-03-10,291.5,5.24
1999-03-11,293.8,5.285
1999-03-12,293.65,5.3075
1999-03-15,291.25,5.205
1999-03-16,286.8,5.055
1999-03-17,283.9,5.0425
1999-03-18,284.35,5.04
1999-03-19,283.45,5.035
1999-03-22,284.5,5.07
1999-03-23,285.1,5.13
1999-03-24,284.25,5.095
1999-03-25,283.75,5.055
1999-03-26,282.0,5.0575
1999-03-29,280.35,5.0925
1999-03-30,280.05,5.115
1999-03-31,279.8,5.025
1999-04-01,280.5,5.01
1999-04-06,278.35,4.945
1999-04-07,280.25,4.9575
1999-04-08,280.4,4.9775
1999-04-09,281.6,4.915
1999-04-12,282.7,4.98
1999-04-13,282.5,4.89
1999-04-14,283.85,4.94
1999-04-15,281.25,4.88
1999-04-16,283.9,5.02
1999-04-19,284.65,5.065
1999-04-20,284.55,5.145
1999-04-21,283.9,5.115
1999-04-22,283.35,5.1525
1999-04-23,283.7,5.1825
1999-04-26,283.1,5.145
1999-04-27,281.5,5.0975
1999-04-28,282.8,5.205
1999-04-29,283.7,5.275
1999-04-30,285.85,5.44
1999-05-04,285.6,5.325
1999-05-05,285.5,5.295
1999-05-06,288.1,5.43
1999-05-07,283.4,5.2725
1999-05-10,280.65,5.375
1999-05-11,278.3,5.3825
1999-05-12,278.0,5.4
1999-05-13,278.4,5.365
1999-05-14,277.2,5.47
1999-05-17,276.1,5.36
1999-05-18,274.7,5.375
1999-05-19,272.85,5.285
1999-05-20,274.4,5.315
1999-05-21,274.85,5.305
1999-05-24,272.2,5.145
1999-05-25,272.65,5.085
1999-05-26,269.5,5.05
1999-05-27,268.25,4.955
1999-05-28,271.05,4.935
1999-06-01,265.5,4.88
1999-06-02,267.05,4.98
1999-06-03,263.85,4.96
1999-06-04,266.5,4.9025
1999-06-07,266.35,4.98
1999-06-08,263.85,4.98
1999-06-09,262.0,4.9275
1999-06-10,258.35,5.02
1999-06-11,259.2,5.09
1999-06-14,259.3,5.115
1999-06-15,259.65,5.0725
1999-06-16,258.9,5.01
1999-06-17,259.0,5.0475
1999-06-18,260.5,5.065
1999-06-21,259.15,4.97
1999-06-22,259.15,5.02
1999-06-23,258.7,5.07
1999-06-24,260.7,5.1
1999-06-25,261.15,5.125
1999-06-28,260.0,5.0725
1999-06-29,260.8,5.15
1999-06-30,261.2,5.2175
1999-07-01,263.0,5.31
1999-07-02,262.9,5.24
1999-07-05,262.85,5.27
1999-07-06,261.3,5.2575
1999-07-07,256.2,5.175
1999-07-08,256.4,5.225
1999-07-09,257.0,5.215
1999-07-12,256.05,5.2275
1999-07-13,254.25,5.1785
1999-07-14,255.6,5.12
1999-07-15,253.75,5.05
1999-07-16,254.8,5.11
1999-07-19,253.15,5.05
1999-07-20,253.0,5.05
1999-07-21,252.9,5.025
1999-07-22,255.35,5.115
1999-07-23,254.9,5.13
1999-07-26,253.5,5.115
1999-07-27,254.2,5.16
1999-07-28,254.0,5.15
1999-07-29,254.5,5.3225
1999-07-30,256.75,5.4475
1999-08-02,255.35,5.36
1999-08-03,255.7,5.41
1999-08-04,257.5,5.52
1999-08-05,256.25,5.455
1999-08-06,255.3,5.385
1999-08-09,256.45,5.3575
1999-08-10,257.0,5.28
1999-08-11,256.9,5.34
1999-08-12,260.2,5.395
1999-08-13,260.7,5.34
1999-08-16,259.25,5.2575
1999-08-17,259.0,5.235
1999-08-18,261.5,5.24
1999-08-19,258.6,5.205
1999-08-20,258.6,5.1875
1999-08-23,257.5,5.245
1999-08-24,254.2,5.13
1999-08-25,253.2,5.11
1999-08-26,253.15,5.075
1999-08-27,254.7,5.12
1999-08-31,254.6,5.0775
1999-09-01,255.45,5.195
1999-09-02,254.05,5.1425
1999-09-03,255.4,5.19
1999-09-06,254.9,5.135
1999-09-07,254.9,5.16
1999-09-08,256.0,5.165
1999-09-09,256.8,5.1875
1999-09-10,256.2,5.2
1999-09-13,256.6,5.19
1999-09-14,256.7,5.135
1999-09-15,257.4,5.13
1999-09-16,255.7,5.1
1999-09-17,255.2,5.0975
1999-09-20,255.3,5.115
1999-09-21,255.2,5.14
1999-09-22,262.6,5.255
1999-09-23,263.4,5.26
1999-09-24,265.6,5.25
1999-09-27,281.7,5.3175
1999-09-28,288.25,5.44
1999-09-29,317.25,5.71
1999-10-01,303.0,5.6725
1999-10-04,311.75,5.605
1999-10-05,326.25,5.71
1999-10-06,325.0,5.4725
1999-10-07,318.0,5.5775
1999-10-08,322.75,5.555
1999-10-11,317.75,5.52
1999-10-12,323.5,5.565
1999-10-13,320.5,5.55
1999-10-14,322.65,5.65
1999-10-15,316.0,5.38
1999-10-18,317.65,5.345
1999-10-19,309.0,5.23
1999-10-20,309.75,5.24
1999-10-21,305.5,5.1725
1999-10-22,303.25,5.21
1999-10-25,302.4,5.24
1999-10-26,297.95,5.2625
1999-10-27,290.4,5.185
1999-10-28,300.9,5.21
1999-10-29,298.85,5.29
1999-11-01,293.85,5.195
1999-11-02,292.05,5.21
1999-11-03,291.75,5.22
1999-11-04,292.25,5.22
1999-11-05,292.0,5.21
1999-11-08,289.0,5.055
1999-11-09,291.25,5.0775
1999-11-10,291.85,5.11
1999-11-11,296.25,5.125
1999-11-12,292.8,5.075
1999-11-15,292.7,5.07
1999-11-16,292.0,5.095
1999-11-17,295.45,5.1675
1999-11-18,293.65,5.1
1999-11-19,293.7,5.13
1999-11-22,294.4,5.135
1999-11-23,296.7,5.1725
1999-11-24,297.85,5.25
1999-11-25,298.5,5.1975
1999-11-26,297.2,5.1975
1999-11-29,293.1,5.22
1999-11-30,292.0,5.18
1999-12-01,291.4,5.19
1999-12-02,289.25,5.16
1999-12-03,280.85,5.085
1999-12-06,277.25,5.07
1999-12-07,280.0,5.135
1999-12-08,283.3,5.14
1999-12-09,279.6,5.09
1999-12-10,278.45,5.1075
1999-12-13,279.75,5.115
1999-12-14,280.3,5.1025
1999-12-15,279.85,5.185
1999-12-16,280.25,5.16
1999-12-17,283.05,5.2
1999-12-20,284.25,5.2
1999-12-21,284.6,5.175
1999-12-22,287.0,5.165
1999-12-23,286.4,5.1975
1999-12-29,290.65,5.19
1999-12-30,290.85,5.33
2000-01-04,282.05,5.3025
2000-01-05,282.1,5.285
2000-01-06,280.35,5.14
2000-01-07,282.0,5.135
2000-01-10,281.7,5.145
2000-01-11,281.7,5.155
2000-01-12,282.25,5.145
2000-01-13,282.2,5.09
2000-01-14,284.15,5.095
2000-01-17,284.9,5.125
2000-01-18,286.85,5.13
2000-01-19,288.75,5.1025
2000-01-20,288.35,5.13
2000-01-21,287.7,5.18
2000-01-24,287.45,5.21
2000-01-25,288.7,5.2675
2000-01-26,284.9,5.2
2000-01-27,286.5,5.295
2000-01-28,286.15,5.37
2000-01-31,283.05,5.26
2000-02-01,283.65,5.2425
2000-02-02,283.1,5.2075
2000-02-03,285.25,5.2
2000-02-04,287.5,5.23
2000-02-07,316.6,5.4475
2000-02-08,303.15,5.27
2000-02-09,306.0,5.3625
2000-02-10,311.25,5.36
2000-02-11,316.5,5.36
2000-02-14,308.75,5.235
2000-02-15,307.0,5.24
2000-02-16,300.5,5.23
2000-02-17,306.25,5.285
2000-02-18,302.25,5.23
2000-02-21,305.75,5.24
2000-02-22,305.4,5.24
2000-02-23,305.25,5.255
2000-02-24,299.9,5.22
2000-02-25,297.15,5.15
2000-02-28,292.75,5.0775
2000-02-29,294.0,5.095
2000-03-01,293.75,5.125
2000-03-02,289.0,5.035
2000-03-03,289.3,5.02
2000-03-06,289.25,5.09
2000-03-07,288.35,5.05
2000-03-08,292.75,5.065
2000-03-09,289.0,5.05
2000-03-10,292.1,5.11
2000-03-13,289.65,5.0925
2000-03-14,290.3,5.08
2000-03-15,288.7,5.08
2000-03-16,288.4,5.115
2000-03-17,285.5,5.06
2000-03-20,284.85,5.065
2000-03-21,286.15,5.035
2000-03-22,289.4,5.13
2000-03-23,286.5,5.105
2000-03-24,284.9,5.08
2000-03-27,284.35,5.09
2000-03-28,280.3,5.065
2000-03-29,279.1,5.05
2000-03-30,276.7,4.94
2000-03-31,275.9,4.935
2000-04-03,278.8,5.04
2000-04-04,276.75,4.99
2000-04-05,283.1,5.11
2000-04-06,278.85,5.095
2000-04-07,279.95,5.085
2000-04-10,281.5,5.08
2000-04-11,281.2,5.1175
2000-04-12,280.25,5.095
2000-04-13,281.4,5.1
2000-04-14,280.65,5.13
2000-04-17,283.5,5.135
2000-04-18,281.8,5.085
2000-04-19,281.4,5.1025
2000-04-20,280.5,5.095
2000-04-25,280.0,4.96
2000-04-26,277.7,4.97
2000-04-28,275.85,4.9375
2000-05-02,275.0,5.005
2000-05-03,277.6,5.0
2000-05-04,277.3,5.0
2000-05-05,280.5,5.075
2000-05-08,277.25,4.985
2000-05-09,276.9,4.99
2000-05-10,277.8,5.025
2000-05-11,277.0,5.0
2000-05-12,276.2,4.97
2000-05-15,275.65,4.99
2000-05-16,275.7,5.005
2000-05-17,274.85,5.04
2000-05-18,272.5,4.965
2000-05-19,273.75,4.98
2000-05-22,274.0,4.9775
2000-05-23,275.15,4.995
2000-05-24,273.9,4.98
2000-05-25,273.0,4.9675
2000-05-26,270.45,4.915
2000-05-30,274.4,4.94
2000-05-31,272.25,4.9
2000-06-01,272.8,4.895
2000-06-02,272.95,4.91
2000-06-05,281.7,5.03
2000-06-06,284.8,5.005
2000-06-07,286.95,5.045
2000-06-08,285.1,5.055
2000-06-09,285.15,5.035
2000-06-12,284.1,5.01
2000-06-13,293.0,5.0875
2000-06-14,286.05,4.995
2000-06-15,289.15,5.06
2000-06-16,290.3,5.05
2000-06-19,288.1,5.04
2000-06-20,286.4,4.99
2000-06-21,286.6,5.02
2000-06-22,286.1,4.93
2000-06-23,285.3,4.955
2000-06-26,283.0,4.94
2000-06-27,284.2,4.955
2000-06-28,286.35,4.935
2000-06-29,290.85,4.9775
2000-06-30,289.15,5.0175
2000-07-03,288.05,4.995
2000-07-04,287.8,4.99
2000-07-05,287.7,4.99
2000-07-06,285.4,4.97
2000-07-07,284.15,4.985
2000-07-10,284.25,4.975
2000-07-11,283.6,4.975
2000-07-12,282.85,4.955
2000-07-13,280.65,4.955
2000-07-14,280.65,4.96
2000-07-17,282.4,5.005
2000-07-18,282.65,5.015
2000-07-19,281.8,4.99
2000-07-20,277.9,4.96
2000-07-21,280.35,4.9875
2000-07-24,280.05,4.925
2000-07-25,278.75,4.92
2000-07-26,280.15,4.965
2000-07-27,280.2,4.935
2000-07-28,278.45,4.95
2000-07-31,277.4,4.95
2000-08-01,277.3,4.9775
2000-08-02,277.15,4.96
2000-08-03,276.65,4.9575
2000-08-04,273.3,4.9475
2000-08-07,273.5,4.92
2000-08-08,274.0,4.925
2000-08-09,272.3,4.87
2000-08-10,272.45,4.875
2000-08-11,273.15,4.9
2000-08-14,275.45,4.91
2000-08-15,274.7,4.865
2000-08-16,275.5,4.845
2000-08-17,277.15,4.87
2000-08-18,277.15,4.8525
2000-08-21,276.4,4.835
2000-08-22,274.0,4.8275
2000-08-23,272.45,4.81
2000-08-24,272.0,4.76
2000-08-25,273.35,4.86
2000-08-29,274.0,4.885
2000-08-30,272.6,4.8925
2000-08-31,274.95,4.91
2000-09-01,276.6,4.94
2000-09-04,277.0,4.955
2000-09-05,276.2,4.9425
2000-09-06,275.3,4.95
2000-09-07,272.95,4.91
2000-09-08,274.1,4.89
2000-09-11,272.6,4.865
2000-09-12,272.8,4.855
2000-09-13,272.8,4.88
2000-09-14,272.8,4.865
2000-09-15,272.85,4.8675
2000-09-18,272.45,4.855
2000-09-19,272.0,4.8475
2000-09-20,271.1,4.855
2000-09-21,269.65,4.82
2000-09-22,272.35,4.8825
2000-09-25,273.55,4.8925
2000-09-26,274.05,4.8975
2000-09-27,274.75,4.9
2000-09-28,277.2,4.9375
2000-09-29,274.1,4.8875
2000-10-02,274.3,4.8825
2000-10-03,272.4,4.88
2000-10-04,271.3,4.885
2000-10-05,271.35,4.875
2000-10-06,270.8,4.855
2000-10-09,270.25,4.86
2000-10-10,269.75,4.865
2000-10-11,273.0,4.885
2000-10-12,270.8,4.8525
2000-10-13,275.85,4.8825
2000-10-16,272.05,4.86
2000-10-17,270.55,4.845
2000-10-18,271.3,4.84
2000-10-19,270.5,4.83
2000-10-20,271.5,4.815
2000-10-23,271.25,4.83
2000-10-24,270.4,4.78
2000-10-25,269.3,4.78
2000-10-26,266.75,4.75
2000-10-27,266.05,4.7175
2000-10-30,265.65,4.755
2000-10-31,263.8,4.74
2000-11-01,266.0,4.75
2000-11-02,265.75,4.75
2000-11-03,266.45,4.71
2000-11-06,265.75,4.73
2000-11-07,264.1,4.74
2000-11-08,265.0,4.715
2000-11-09,264.3,4.7225
2000-11-10,265.15,4.725
2000-11-13,264.3,4.67
2000-11-14,264.5,4.6625
2000-11-15,265.25,4.66
2000-11-16,265.4,4.67
2000-11-17,266.5,4.6525
2000-11-20,265.75,4.645
2000-11-21,267.25,4.6475
2000-11-22,266.45,4.62
2000-11-23,265.9,4.62
2000-11-24,266.0,4.615
2000-11-27,266.2,4.62
2000-11-28,269.75,4.6925
2000-11-29,269.0,4.695
2000-11-30,267.0,4.63
2000-12-01,271.2,4.685
2000-12-04,271.15,4.665
2000-12-05,271.85,4.6925
2000-12-06,270.85,4.71
2000-12-07,275.1,4.745
2000-12-08,273.3,4.71
2000-12-11,272.5,4.66
2000-12-12,271.0,4.66
2000-12-13,269.95,4.65
2000-12-14,269.7,4.6375
2000-12-15,270.3,4.61
2000-12-18,270.5,4.575
2000-12-19,269.45,4.57
2000-12-20,270.2,4.61
2000-12-21,273.0,4.605
2000-12-27,274.7,4.63
2000-12-28,274.6,4.595
2001-01-02,272.8,4.59
2001-01-03,269.0,4.525
2001-01-04,268.75,4.495
2001-01-05,268.0,4.52
2001-01-08,268.6,4.57
2001-01-09,267.75,4.55
2001-01-10,266.7,4.53
2001-01-11,264.8,4.545
2001-01-12,263.65,4.56
2001-01-15,263.35,4.6
2001-01-16,264.5,4.605
2001-01-17,263.1,4.6675
2001-01-18,264.1,4.725
2001-01-19,265.75,4.82
2001-01-22,266.1,4.775
2001-01-23,267.1,4.805
2001-01-24,265.7,4.765
2001-01-25,263.6,4.7775
2001-01-26,264.5,4.785
2001-01-29,263.1,4.785
2001-01-30,263.4,4.7975
2001-01-31,266.2,4.79
2001-02-01,266.85,4.7975
2001-02-02,268.0,4.745
2001-02-05,266.25,4.72
2001-02-06,264.55,4.66
2001-02-07,262.9,4.63
2001-02-08,263.4,4.58
2001-02-09,260.5,4.57
2001-02-12,260.9,4.555
2001-02-13,261.5,4.57
2001-02-14,260.9,4.55
2001-02-15,259.5,4.515
2001-02-16,256.7,4.5
2001-02-19,258.95,4.495
2001-02-20,258.3,4.4975
2001-02-21,257.3,4.42
2001-02-22,258.0,4.425
2001-02-23,259.95,4.45
2001-02-26,262.8,4.435
2001-02-27,268.1,4.4625
2001-02-28,265.0,4.43
2001-03-01,266.7,4.51
2001-03-02,263.35,4.42
2001-03-05,261.85,4.4
2001-03-06,262.6,4.42
2001-03-07,261.55,4.42
2001-03-08,263.6,4.46
2001-03-09,268.75,4.505
2001-03-12,270.5,4.51
2001-03-13,269.4,4.415
2001-03-14,267.45,4.45
2001-03-15,262.7,4.42
2001-03-16,260.2,4.35
2001-03-19,260.5,4.325
2001-03-20,262.6,4.335
2001-03-21,261.2,4.335
2001-03-22,262.25,4.34
2001-03-23,262.3,4.345
2001-03-26,261.3,4.35
2001-03-27,262.75,4.365
2001-03-28,261.2,4.4275
2001-03-29,260.2,4.36
2001-03-30,259.05,4.33
2001-04-02,257.55,4.295
2001-04-03,257.0,4.325
2001-04-04,259.2,4.325
2001-04-05,258.2,4.345
2001-04-06,258.1,4.35
2001-04-09,260.9,4.35
2001-04-10,257.05,4.325
2001-04-11,258.45,4.33
2001-04-12,259.4,4.365
2001-04-17,262.15,4.405
2001-04-18,260.1,4.325
2001-04-19,261.35,4.375
2001-04-20,264.2,4.43
2001-04-23,262.9,4.42
2001-04-24,263.65,4.43
2001-04-25,263.95,4.435
2001-04-26,262.2,4.38
2001-04-27,264.45,4.4
2001-04-30,263.45,4.365
2001-05-01,263.8,4.3375
2001-05-02,265.0,4.385
2001-05-03,265.3,4.385
2001-05-04,265.8,4.36
2001-05-08,265.6,4.325
2001-05-09,265.2,4.3225
2001-05-10,269.4,4.395
2001-05-11,268.95,4.345
2001-05-14,267.7,4.34
2001-05-15,268.05,4.34
2001-05-16,269.1,4.335
2001-05-17,271.75,4.42
2001-05-18,272.1,4.45
2001-05-21,288.35,4.585
2001-05-22,282.75,4.515
2001-05-23,283.85,4.52
2001-05-24,283.45,4.625
2001-05-25,280.65,4.5675
2001-05-29,276.65,4.52
2001-05-30,273.65,4.5125
2001-05-31,266.1,4.425
2001-06-01,265.65,4.395
2001-06-04,266.25,4.405
2001-06-05,266.15,4.3475
2001-06-06,266.95,4.36
2001-06-07,266.25,4.335
2001-06-08,267.25,4.345
2001-06-11,272.75,4.36
2001-06-12,267.9,4.3325
2001-06-13,271.8,4.385
2001-06-14,272.2,4.3975
2001-06-15,274.35,4.45
2001-06-18,271.5,4.375
2001-06-19,273.95,4.43
2001-06-20,272.4,4.4
2001-06-21,272.65,4.35
2001-06-22,273.2,4.335
2001-06-25,273.1,4.32
2001-06-26,273.85,4.3
2001-06-27,276.0,4.3525
2001-06-28,271.45,4.305
2001-06-29,269.9,4.335
2001-07-02,269.1,4.305
2001-07-03,268.6,4.29
2001-07-04,267.6,4.27
2001-07-05,267.55,4.26
2001-07-06,265.2,4.225
2001-07-09,266.85,4.265
2001-07-10,267.2,4.265
2001-07-11,266.55,4.255
2001-07-12,267.65,4.26
2001-07-13,266.4,4.2525
2001-07-16,268.0,4.31
2001-07-17,266.85,4.22
2001-07-18,268.1,4.24
2001-07-19,271.55,4.27
2001-07-20,270.1,4.22
2001-07-23,269.25,4.2575
2001-07-24,268.9,4.26
2001-07-25,269.25,4.24
2001-07-26,267.15,4.24
2001-07-27,265.88,4.25
2001-07-30,266.4,4.225
2001-07-31,265.55,4.215
2001-08-01,267.7,4.24
2001-08-02,268.3,4.2325
2001-08-03,267.5,4.24
2001-08-06,267.9,4.22
2001-08-07,266.7,4.14
2001-08-08,266.5,4.155
2001-08-09,269.0,4.155
2001-08-10,273.35,4.22
2001-08-13,275.1,4.175
2001-08-14,274.1,4.16
2001-08-15,276.35,4.23
2001-08-16,275.1,4.17
2001-08-17,276.25,4.215
2001-08-20,277.75,4.24
2001-08-21,276.95,4.165
2001-08-22,277.25,4.205
2001-08-23,274.3,4.195
2001-08-24,275.15,4.22
2001-08-28,271.6,4.21
2001-08-29,272.85,4.21
2001-08-30,273.4,4.2025
2001-08-31,275.35,4.2
2001-09-03,273.55,4.195
2001-09-04,272.25,4.175
2001-09-05,271.7,4.19
2001-09-06,272.0,4.18
2001-09-07,273.15,4.185
2001-09-10,273.2,4.18
2001-09-11,271.4,4.18
2001-09-12,279.5,4.22
2001-09-13,278.5,4.215
2001-09-14,284.5,4.27
2001-09-17,291.0,4.29
2001-09-18,288.65,4.365
2001-09-19,289.35,4.465
2001-09-20,288.2,4.62
2001-09-21,291.3,4.6
2001-09-24,289.65,4.5075
2001-09-25,287.95,4.52
2001-09-26,291.6,4.5525
2001-09-27,291.25,4.545
2001-09-28,291.65,4.58
2001-10-01,291.65,4.58
2001-10-02,291.1,4.595
2001-10-03,289.94,4.5875
2001-10-04,289.15,4.61
